;Rank;Guild;Realm;ItemsLvl;name;class;faction;gender;race;url_with_background;url_character;ID
293;294; ;Grim Batol;482.06;Nosh;hunter;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/grim-batol/86/158605910-main.jpg;https://render-eu.worldofwarcraft.com/character/grim-batol/86/158605910-main-raw.png;nosh-grim batol
32192;32193;EnRaGe;Nemesis;474.63;Noshitsune;hunter;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/nemesis/85/186490709-main.jpg;https://render-eu.worldofwarcraft.com/character/nemesis/85/186490709-main-raw.png;noshitsune-nemesis
30765;30766; ;Thrall;474.75;Noshun;hunter;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/thrall/17/142052625-main.jpg;https://render-eu.worldofwarcraft.com/character/thrall/17/142052625-main-raw.png;noshun-thrall
34236;34237;Rip Key;Kazzak;474.38;Notaverage;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/141/185584525-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/141/185584525-main-raw.png;notaverage-kazzak
28585;28586;Wasted Talent;Archimonde;475.0;Notchills;death-knight;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/archimonde/103/189144679-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/103/189144679-main-raw.png;notchills-archimonde
15516;15517;Herp Derp;Dun Modr;476.88;Notimetochi;monk;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/dun-modr/241/162447345-main.jpg;https://render-eu.worldofwarcraft.com/character/dun-modr/241/162447345-main-raw.png;notimetochi-dun modr
39661;39662;Rabid Porcupine;Ragnaros;473.69;Notrlymail;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/ragnaros/237/162928877-main.jpg;https://render-eu.worldofwarcraft.com/character/ragnaros/237/162928877-main-raw.png;notrlymail-ragnaros
4506;4507; ;Twisting Nether;479.44;Notsopally;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/9/163909897-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/9/163909897-main-raw.png;notsopally-twisting nether
2703;2704; ;Shattrath;480.0;Novo;priest;alliance;FEMALE;void-elf;https://render-eu.worldofwarcraft.com/character/shattrath/28/115335708-main.jpg;https://render-eu.worldofwarcraft.com/character/shattrath/28/115335708-main-raw.png;novo-shattrath
1466;1467;baited;Blackrock;480.56;Novoqt;priest;horde;MALE;goblin;https://render-eu.worldofwarcraft.com/character/blackrock/184/130297784-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/184/130297784-main-raw.png;novoqt-blackrock
6662;6663;Volatile765;Kazzak;479.0;Novoron;hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/198/192914886-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/198/192914886-main-raw.png;novoron-kazzak
31799;31800;Swîft;Antonidas;474.63;Novâriâ;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/antonidas/57/103942713-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/57/103942713-main-raw.png;novâriâ-antonidas
1207;1208;Team Ripped;Tarren Mill;480.75;Nowings;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/32/125228576-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/32/125228576-main-raw.png;nowings-tarren mill
44177;44178;PmlKeyInc;Antonidas;473.13;Noxfleuret;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/antonidas/54/100584246-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/54/100584246-main-raw.png;noxfleuret-antonidas
1528;1529; ;Blackrock;480.5;Noxosis;druid;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/blackrock/183/96317623-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/183/96317623-main-raw.png;noxosis-blackrock
2422;2423;Try Harder;Kazzak;480.06;Noxzee;mage;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/kazzak/90/188342618-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/90/188342618-main-raw.png;noxzee-kazzak
47269;47270;Uncommitted;Silvermoon;472.75;Nozor;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/228/144597220-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/228/144597220-main-raw.png;nozor-silvermoon
1037;1038;Turn Up Damage;Draenor;480.88;Nrghunt;hunter;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/draenor/161/127366561-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/161/127366561-main-raw.png;nrghunt-draenor
11125;11126;LiVe Act;Onyxia;477.75;Nryn;paladin;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/onyxia/94/82410846-main.jpg;https://render-eu.worldofwarcraft.com/character/onyxia/94/82410846-main-raw.png;nryn-onyxia
43030;43031;Âscendance;Stormscale;473.25;Nsparre;hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/stormscale/178/119205554-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/178/119205554-main-raw.png;nsparre-stormscale
3843;3844;Beyond Insanity;Blackmoore;479.63;Nstx;warlock;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/blackmoore/80/145059152-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/80/145059152-main-raw.png;nstx-blackmoore
6193;6194; ;Frostmourne;479.06;Nubric;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/frostmourne/174/98571694-main.jpg;https://render-eu.worldofwarcraft.com/character/frostmourne/174/98571694-main-raw.png;nubric-frostmourne
24408;24409;PEERLESS;Ravencrest;475.56;Nuddy;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/249/118556409-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/249/118556409-main-raw.png;nuddy-ravencrest
2419;2420; ;Nagrand;480.06;Nugget;monk;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/nagrand/41/210055465-main.jpg;https://render-eu.worldofwarcraft.com/character/nagrand/41/210055465-main-raw.png;nugget-nagrand
4535;4536; ;Kazzak;479.44;Nuitari;priest;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/80/193121872-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/80/193121872-main-raw.png;nuitari-kazzak
22263;22264;Solidarity;Grim Batol;475.81;Nukem;warrior;alliance;MALE;gnome;https://render-eu.worldofwarcraft.com/character/grim-batol/243/158872051-main.jpg;https://render-eu.worldofwarcraft.com/character/grim-batol/243/158872051-main-raw.png;nukem-grim batol
19233;19234;Dysfunctional Family;Scarshield Legion;476.25;Numaronw;warrior;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/scarshield-legion/255/142303743-main.jpg;https://render-eu.worldofwarcraft.com/character/scarshield-legion/255/142303743-main-raw.png;numaronw-scarshield legion
42719;42720;Dignified;Nordrassil;473.31;Numenoria;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/nordrassil/199/111633607-main.jpg;https://render-eu.worldofwarcraft.com/character/nordrassil/199/111633607-main-raw.png;numenoria-nordrassil
3068;3069;Lapins Perdus of A..;Ysondre;479.88;Nuthivyel;druid;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/ysondre/92/111593564-main.jpg;https://render-eu.worldofwarcraft.com/character/ysondre/92/111593564-main-raw.png;nuthivyel-ysondre
4359;4360; ;Kazzak;479.5;Nutsgripper;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/186/113596858-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/186/113596858-main-raw.png;nutsgripper-kazzak
9208;9209;Limited Editíon;Ravencrest;478.25;Nutterpriest;priest;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/216/117223384-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/216/117223384-main-raw.png;nutterpriest-ravencrest
17261;17262;Jävlar Anamma;Silvermoon;476.56;Nuubhunter;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/158/183593886-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/158/183593886-main-raw.png;nuubhunter-silvermoon
27481;27482;Wipe and Retry;Medivh;475.19;Nuuj;priest;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/medivh/123/118649979-main.jpg;https://render-eu.worldofwarcraft.com/character/medivh/123/118649979-main-raw.png;nuuj-medivh
18448;18449;Nine Blood;Kazzak;476.38;Nweetsh;hunter;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/kazzak/167/183222695-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/167/183222695-main-raw.png;nweetsh-kazzak
8339;8340; ;Draenor;478.5;Nyaw;hunter;horde;FEMALE;vulpera;https://render-eu.worldofwarcraft.com/character/draenor/33/130850081-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/33/130850081-main-raw.png;nyaw-draenor
18774;18775;Crown;Ravencrest;476.31;Nyazx;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/ravencrest/241/114482417-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/241/114482417-main-raw.png;nyazx-ravencrest
30978;30979;Shadowlust;Exodar;474.75;Nycky;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/exodar/166/138993830-main.jpg;https://render-eu.worldofwarcraft.com/character/exodar/166/138993830-main-raw.png;nycky-exodar
36022;36023;Nutty Squirrel Gang;Draenor;474.13;Nycris;warlock;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/135/118465671-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/135/118465671-main-raw.png;nycris-draenor
5334;5335; ;Blackhand;479.25;Nygma;monk;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/blackhand/201/76611017-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/201/76611017-main-raw.png;nygma-blackhand
18721;18722;easYplaY;Ysera;476.31;Nyi;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/ysera/115/142003059-main.jpg;https://render-eu.worldofwarcraft.com/character/ysera/115/142003059-main-raw.png;nyi-ysera
5704;5532;Masterpiece;Tarren Mill;479.19;Nymez;rogue;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/195/149334211-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/195/149334211-main-raw.png;nymez-tarren mill
9529;9530;Collateral;Twisting Nether;478.13;Nymmh;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/163/131409827-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/163/131409827-main-raw.png;nymmh-twisting nether
24743;24744;Academy;Hyjal;475.5;Nymssieclap;warrior;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/hyjal/13/160743693-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/13/160743693-main-raw.png;nymssieclap-hyjal
23535;23536; ;Aegwynn;475.63;Nynourea;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/aegwynn/40/142273576-main.jpg;https://render-eu.worldofwarcraft.com/character/aegwynn/40/142273576-main-raw.png;nynourea-aegwynn
22769;22770;Lost Rowsdowers;Draenor;475.75;Nyotengu;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/draenor/247/108380919-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/247/108380919-main-raw.png;nyotengu-draenor
2844;2845;Delirium;Silvermoon;479.94;Nyralja;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/silvermoon/39/182331943-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/39/182331943-main-raw.png;nyralja-silvermoon
2225;2226; ;Antonidas;480.13;Nyrindra;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/antonidas/243/89067763-main.jpg;https://render-eu.worldofwarcraft.com/character/antonidas/243/89067763-main-raw.png;nyrindra-antonidas
18353;18354; ;Hyjal;476.38;Nyroow;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/hyjal/138/170055818-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/138/170055818-main-raw.png;nyroow-hyjal
2571;2572; ;Earthen Ring;480.0;Nytheria;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/earthen-ring/150/160477590-main.jpg;https://render-eu.worldofwarcraft.com/character/earthen-ring/150/160477590-main-raw.png;nytheria-earthen ring
9317;9318;Detox;Argent Dawn;478.19;Nythrial;druid;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/argent-dawn/27/166736667-main.jpg;https://render-eu.worldofwarcraft.com/character/argent-dawn/27/166736667-main-raw.png;nythrial-argent dawn
30505;30506;Defiance;Nefarian;474.81;Nyuu;monk;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/nefarian/72/147962696-main.jpg;https://render-eu.worldofwarcraft.com/character/nefarian/72/147962696-main-raw.png;nyuu-nefarian
23945;23946;Dysfunctional Family;Defias Brotherhood;475.63;Nyxwamdi;shaman;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/70/113122374-main.jpg;https://render-eu.worldofwarcraft.com/character/defias-brotherhood/70/113122374-main-raw.png;nyxwamdi-defias brotherhood
2470;2471; ;Ysera;480.06;Nyxz;warlock;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/ysera/61/140723005-main.jpg;https://render-eu.worldofwarcraft.com/character/ysera/61/140723005-main-raw.png;nyxz-ysera
24088;24089;Cya Bro;Ysondre;475.56;Nziah;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/ysondre/145/99596433-main.jpg;https://render-eu.worldofwarcraft.com/character/ysondre/145/99596433-main-raw.png;nziah-ysondre
35487;35488;Loot FTW;Draenor;474.19;Nágato;warlock;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/draenor/33/137032481-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/33/137032481-main-raw.png;nágato-draenor
2;3;Repax;Eredar;484.25;Nárud;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/eredar/17/89291537-main.jpg;https://render-eu.worldofwarcraft.com/character/eredar/17/89291537-main-raw.png;nárud-eredar
20760;20761;Not Today;Blackmoore;476.0;Nâirobi;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/blackmoore/125/150819197-main.jpg;https://render-eu.worldofwarcraft.com/character/blackmoore/125/150819197-main-raw.png;nâirobi-blackmoore
3617;3618;Tyrânts;Twisting Nether;479.69;Nâphremax;priest;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/twisting-nether/23/146869783-main.jpg;https://render-eu.worldofwarcraft.com/character/twisting-nether/23/146869783-main-raw.png;nâphremax-twisting nether
16383;16384;Soulbound is an Af..;Onyxia;476.69;Nâtsû;warrior;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/onyxia/187/82193083-main.jpg;https://render-eu.worldofwarcraft.com/character/onyxia/187/82193083-main-raw.png;nâtsû-onyxia
6074;6075;Noppapartio;Darksorrow;479.13;Nâzrins;warlock;alliance;FEMALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/darksorrow/117/170133365-main.jpg;https://render-eu.worldofwarcraft.com/character/darksorrow/117/170133365-main-raw.png;nâzrins-darksorrow
12256;12257;Circle of Nine;Tarren Mill;477.5;Nädd;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/127/156690559-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/127/156690559-main-raw.png;nädd-tarren mill
1692;1693;Nashwan GoDs;Stormscale;480.44;Näs;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/stormscale/85/109029973-main.jpg;https://render-eu.worldofwarcraft.com/character/stormscale/85/109029973-main-raw.png;näs-stormscale
27832;27833;Ásgarðr;Dun Modr;475.13;Nåerys;hunter;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/dun-modr/138/154261898-main.jpg;https://render-eu.worldofwarcraft.com/character/dun-modr/138/154261898-main-raw.png;nåerys-dun modr
9387;9388;Taunt;Silvermoon;478.19;Nårya;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/silvermoon/197/181003973-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/197/181003973-main-raw.png;nårya-silvermoon
28754;28755;The Midnight Raiders;Terokkar;475.0;Nèglà;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/terokkar/246/174631158-main.jpg;https://render-eu.worldofwarcraft.com/character/terokkar/246/174631158-main-raw.png;nèglà-terokkar
7034;7035; ;Dun Modr;478.94;Nèy;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/dun-modr/255/117366527-main.jpg;https://render-eu.worldofwarcraft.com/character/dun-modr/255/117366527-main-raw.png;nèy-dun modr
5270;5271; ;Blackrock;479.25;Nébú;death-knight;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/blackrock/203/132205003-main.jpg;https://render-eu.worldofwarcraft.com/character/blackrock/203/132205003-main-raw.png;nébú-blackrock
6500;6501; ;The Maelstrom;479.06;Nécrò;warrior;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/the-maelstrom/255/194755583-main.jpg;https://render-eu.worldofwarcraft.com/character/the-maelstrom/255/194755583-main-raw.png;nécrò-the maelstrom
41595;41596;ComeBack;Archimonde;473.44;Nédé;druid;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/archimonde/39/153600039-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/39/153600039-main-raw.png;nédé-archimonde
7873;7874;Do You Need;Tarren Mill;478.75;Nékabudala;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/tarren-mill/137/145049481-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/137/145049481-main-raw.png;nékabudala-tarren mill
22016;22017;Ancient;Nordrassil;475.88;Néphthyst;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/nordrassil/196/155338180-main.jpg;https://render-eu.worldofwarcraft.com/character/nordrassil/196/155338180-main-raw.png;néphthyst-nordrassil
19221;19222;Essential Expertise;Tarren Mill;476.25;Nérfed;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/198/147033030-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/198/147033030-main-raw.png;nérfed-tarren mill
20832;20833;Shroud;Silvermoon;476.0;Nêfo;shaman;alliance;MALE;kul-tiran;https://render-eu.worldofwarcraft.com/character/silvermoon/179/167302323-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/179/167302323-main-raw.png;nêfo-silvermoon
20270;20271; ;Eredar;476.13;Nêxxi;warrior;horde;FEMALE;nightborne;https://render-eu.worldofwarcraft.com/character/eredar/245/118407925-main.jpg;https://render-eu.worldofwarcraft.com/character/eredar/245/118407925-main-raw.png;nêxxi-eredar
44816;44817;Nerf us;Minahonda;473.06;Nëith;warrior;alliance;MALE;worgen;https://render-eu.worldofwarcraft.com/character/minahonda/46/90205486-main.jpg;https://render-eu.worldofwarcraft.com/character/minahonda/46/90205486-main-raw.png;nëith-minahonda
4302;4303;Fail Better;Hyjal;479.5;Nëmay;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/hyjal/36/154972708-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/36/154972708-main-raw.png;nëmay-hyjal
37535;37536;Risen Glory;Hyjal;474.0;Nëmry;rogue;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/hyjal/253/187337725-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/253/187337725-main-raw.png;nëmry-hyjal
2574;2575; ;Archimonde;480.0;Nëssä;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/archimonde/151/172796567-main.jpg;https://render-eu.worldofwarcraft.com/character/archimonde/151/172796567-main-raw.png;nëssä-archimonde
22677;22678;Impressive;Tarren Mill;475.75;Nìberitá;hunter;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/tarren-mill/192/150219712-main.jpg;https://render-eu.worldofwarcraft.com/character/tarren-mill/192/150219712-main-raw.png;nìberitá-tarren mill
36714;36715;Dogs Of War;Sargeras;474.06;Nìdafon;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/sargeras/209/120174545-main.jpg;https://render-eu.worldofwarcraft.com/character/sargeras/209/120174545-main-raw.png;nìdafon-sargeras
2723;2724;Ancient Defilers;Kazzak;480.0;Níhility;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/kazzak/46/187015726-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/46/187015726-main-raw.png;níhility-kazzak
3505;3506;Relentless Gaming;Malygos;479.75;Níhàl;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/malygos/69/145433157-main.jpg;https://render-eu.worldofwarcraft.com/character/malygos/69/145433157-main-raw.png;níhàl-malygos
46149;46150;murderous frenzy;Blackhand;472.88;Nîshae;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/blackhand/206/96677582-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/206/96677582-main-raw.png;nîshae-blackhand
17370;17371;WhiteClaw;Frostwolf;476.56;Nîtrâm;warlock;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/frostwolf/249/86390777-main.jpg;https://render-eu.worldofwarcraft.com/character/frostwolf/249/86390777-main-raw.png;nîtrâm-frostwolf
27599;27600;Equity;Kazzak;475.13;Nîya;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/kazzak/104/172025448-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/104/172025448-main-raw.png;nîya-kazzak
10559;10560;Revenant;Kazzak;477.88;Nïghtmårë;warlock;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/kazzak/26/169274650-main.jpg;https://render-eu.worldofwarcraft.com/character/kazzak/26/169274650-main-raw.png;nïghtmårë-kazzak
30351;30352;Adage;Marécage de Zangar;474.81;Nïnoux;monk;alliance;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/marecage-de-zangar/112/68150640-main.jpg;https://render-eu.worldofwarcraft.com/character/marecage-de-zangar/112/68150640-main-raw.png;nïnoux-marécage de zangar
990;991;Tempest;Ravencrest;480.94;Nóvamh;warrior;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/211/121722579-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/211/121722579-main-raw.png;nóvamh-ravencrest
32215;32216;Murder gang;Ravencrest;474.63;Nóòdle;mage;alliance;FEMALE;gnome;https://render-eu.worldofwarcraft.com/character/ravencrest/106/118421354-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/106/118421354-main-raw.png;nóòdle-ravencrest
42752;42753;The Knights Who Sa..;Blackhand;473.31;Nôxie;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/blackhand/150/116422550-main.jpg;https://render-eu.worldofwarcraft.com/character/blackhand/150/116422550-main-raw.png;nôxie-blackhand
4011;4012; ;Hyjal;479.56;Nöcci;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/hyjal/209/192878545-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/209/192878545-main-raw.png;nöcci-hyjal
44987;44988;Naahkyr;Dalaran;473.06;Nøno;paladin;alliance;MALE;lightforged-draenei;https://render-eu.worldofwarcraft.com/character/dalaran/100/141973860-main.jpg;https://render-eu.worldofwarcraft.com/character/dalaran/100/141973860-main-raw.png;nøno-dalaran
48439;48440;Avengers;Sargeras;472.63;Nørãj;rogue;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/sargeras/248/89416184-main.jpg;https://render-eu.worldofwarcraft.com/character/sargeras/248/89416184-main-raw.png;nørãj-sargeras
43501;43502;Velvet;Frostmane;473.25;Nøtteskall;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/frostmane/255/190074367-main.jpg;https://render-eu.worldofwarcraft.com/character/frostmane/255/190074367-main-raw.png;nøtteskall-frostmane
13612;13613; ;Dalaran;477.19;Nøugatine;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/dalaran/59/159604027-main.jpg;https://render-eu.worldofwarcraft.com/character/dalaran/59/159604027-main-raw.png;nøugatine-dalaran
6616;6617; ;Hyjal;479.0;Nøømï;warrior;horde;MALE;maghar-orc;https://render-eu.worldofwarcraft.com/character/hyjal/252/161306364-main.jpg;https://render-eu.worldofwarcraft.com/character/hyjal/252/161306364-main-raw.png;nøømï-hyjal
5046;5047;Eminance;Silvermoon;479.31;Nùwa;monk;alliance;FEMALE;kul-tiran;https://render-eu.worldofwarcraft.com/character/silvermoon/33/166356769-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/33/166356769-main-raw.png;nùwa-silvermoon
6845;6846; ;Draenor;479.0;Oakdraft;druid;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/draenor/252/112725500-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/252/112725500-main-raw.png;oakdraft-draenor
6908;6909; ;Aszune;478.94;Obbe;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/aszune/10/91257610-main.jpg;https://render-eu.worldofwarcraft.com/character/aszune/10/91257610-main-raw.png;obbe-aszune
20133;20134;Gamebreakers;Ravencrest;476.13;Obberhunter;hunter;alliance;FEMALE;pandaren;https://render-eu.worldofwarcraft.com/character/ravencrest/113/115533169-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/113/115533169-main-raw.png;obberhunter-ravencrest
3155;3156;Guardians of the W..;Ravencrest;479.81;Oblivíus;hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/ravencrest/236/153486060-main.jpg;https://render-eu.worldofwarcraft.com/character/ravencrest/236/153486060-main-raw.png;oblivíus-ravencrest
2012;2013; ;Aegwynn;480.25;Obsculux;death-knight;alliance;MALE;dark-iron-dwarf;https://render-eu.worldofwarcraft.com/character/aegwynn/78/180536654-main.jpg;https://render-eu.worldofwarcraft.com/character/aegwynn/78/180536654-main-raw.png;obsculux-aegwynn
7227;7228;Uncommitted;Silvermoon;478.94;Obsequium;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/silvermoon/217/195962073-main.jpg;https://render-eu.worldofwarcraft.com/character/silvermoon/217/195962073-main-raw.png;obsequium-silvermoon
24153;24154;Post Danmark;Draenor;475.56;Obtimus;druid;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/draenor/176/131309232-main.jpg;https://render-eu.worldofwarcraft.com/character/draenor/176/131309232-main-raw.png;obtimus-draenor
6635;6636; ;Echsenkessel;479.0;Obviously;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/echsenkessel/16/153412368-main.jpg;https://render-eu.worldofwarcraft.com/character/echsenkessel/16/153412368-main-raw.png;obviously-echsenkessel
